infras.cpu,infras.cpu_0,infras.eth0_rcv_byte,infras.eth0_rcv_pkt,infras.eth0_snd_byte,infras.eth0_snd_pkt,infras.eth1_rcv_byte,infras.eth1_rcv_pkt,infras.eth1_snd_byte,infras.eth1_snd_pkt,infras.eth2_rcv_byte,infras.eth2_rcv_pkt,infras.eth2_snd_byte,infras.eth2_snd_pkt,infras.freeMem,infras.lo_rcv_byte,infras.lo_rcv_pkt,infras.lo_snd_byte,infras.lo_snd_pkt,infras.suricata_proc,infras.upper_rcv_byte,infras.upper_rcv_pkt,infras.upper_snd_byte,infras.upper_snd_pkt,scale,vnf.app_layer.flow.dcerpc_tcp,vnf.app_layer.flow.dcerpc_udp,vnf.app_layer.flow.dns_tcp,vnf.app_layer.flow.dns_udp,vnf.app_layer.flow.failed_tcp,vnf.app_layer.flow.failed_udp,vnf.app_layer.flow.ftp,vnf.app_layer.flow.http,vnf.app_layer.flow.imap,vnf.app_layer.flow.msn,vnf.app_layer.flow.smb,vnf.app_layer.flow.smtp,vnf.app_layer.flow.ssh,vnf.app_layer.flow.tls,vnf.app_layer.tx.dns_tcp,vnf.app_layer.tx.dns_udp,vnf.app_layer.tx.http,vnf.app_layer.tx.smtp,vnf.app_layer.tx.tls,vnf.decoder.avg_pkt_size,vnf.decoder.bytes,vnf.decoder.dce.pkt_too_small,vnf.decoder.erspan,vnf.decoder.ethernet,vnf.decoder.gre,vnf.decoder.icmpv4,vnf.decoder.icmpv6,vnf.decoder.invalid,vnf.decoder.ipraw.invalid_ip_version,vnf.decoder.ipv4,vnf.decoder.ipv4_in_ipv6,vnf.decoder.ipv6,vnf.decoder.ipv6_in_ipv6,vnf.decoder.ltnull.pkt_too_small,vnf.decoder.ltnull.unsupported_type,vnf.decoder.max_pkt_size,vnf.decoder.mpls,vnf.decoder.null,vnf.decoder.pkts,vnf.decoder.ppp,vnf.decoder.pppoe,vnf.decoder.raw,vnf.decoder.sctp,vnf.decoder.sll,vnf.decoder.tcp,vnf.decoder.teredo,vnf.decoder.udp,vnf.decoder.vlan,vnf.decoder.vlan_qinq,vnf.defrag.ipv4.fragments,vnf.defrag.ipv4.reassembled,vnf.defrag.ipv4.timeouts,vnf.defrag.ipv6.fragments,vnf.defrag.ipv6.reassembled,vnf.defrag.ipv6.timeouts,vnf.defrag.max_frag_hits,vnf.detect.alert,vnf.dns.memcap_global,vnf.dns.memcap_state,vnf.dns.memuse,vnf.flow.emerg_mode_entered,vnf.flow.emerg_mode_over,vnf.flow.memcap,vnf.flow.memuse,vnf.flow.spare,vnf.flow.tcp_reuse,vnf.flow_mgr.bypassed_pruned,vnf.flow_mgr.closed_pruned,vnf.flow_mgr.est_pruned,vnf.flow_mgr.flows_checked,vnf.flow_mgr.flows_notimeout,vnf.flow_mgr.flows_removed,vnf.flow_mgr.flows_timeout,vnf.flow_mgr.flows_timeout_inuse,vnf.flow_mgr.new_pruned,vnf.flow_mgr.rows_busy,vnf.flow_mgr.rows_checked,vnf.flow_mgr.rows_empty,vnf.flow_mgr.rows_maxlen,vnf.flow_mgr.rows_skipped,vnf.http.memcap,vnf.http.memuse,vnf.ips.accepted,vnf.ips.blocked,vnf.ips.rejected,vnf.ips.replaced,vnf.tcp.invalid_checksum,vnf.tcp.memuse,vnf.tcp.no_flow,vnf.tcp.pseudo,vnf.tcp.pseudo_failed,vnf.tcp.reassembly_gap,vnf.tcp.reassembly_memuse,vnf.tcp.rst,vnf.tcp.segment_memcap_drop,vnf.tcp.sessions,vnf.tcp.ssn_memcap_drop,vnf.tcp.stream_depth_reached,vnf.tcp.syn,vnf.tcp.synack,vnf.time_stamp_sec,vnf.time_stamp_sec_delta,vnf.uptime
27.00000,27.00000,0.00000,0.00000,0.00000,0.00000,2642461.50000,2479.00000,2640858.50000,2477.50000,2642353.00000,2478.50000,2638835.50000,2475.50000,1419.50000,0.00000,0.00000,0.00000,0.00000,10.25000,0.00000,4956.50000,0.00000,4954.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4403.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4632991.11111,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,0.00000,4404.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4404.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4402.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3081.22222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2336.00000,-2.22222,0.00000,0.00000,0.00000,0.00000,13.15789,12.31579,0.00000,0.00000,0.00000,4393.11111,0.00000,0.00000,0.00000,0.11111,-7.00000,0.00000,0.00000,4404.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
28.50000,28.50000,0.00000,0.00000,0.00000,0.00000,5271968.00000,4946.00000,5272075.00000,4946.00000,5273452.00000,4947.00000,5273452.00000,4947.00000,1398.00000,0.00000,0.00000,0.00000,0.00000,12.50000,0.00000,9890.00000,0.00000,9890.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3349.38889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9833459.88889,0.00000,0.00000,0.00000,0.00000,1.88889,0.00000,0.00000,0.00000,9348.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9348.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9346.36111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6555.13889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40864.00000,-0.36111,0.00000,0.00000,0.00000,0.00000,17.33333,17.16667,0.00000,0.00000,0.00000,2854.91667,0.00000,0.00000,-0.33333,0.00000,-2.22222,0.00000,0.00000,9348.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
38.75000,38.75000,0.00000,0.00000,0.00000,0.00000,7887870.00000,7399.50000,7887870.00000,7399.50000,7883024.00000,7395.00000,7882917.50000,7394.50000,1386.00000,0.00000,0.00000,0.00000,0.00000,16.75000,0.00000,14798.00000,0.00000,14798.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,101.44444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14721344.11111,0.00000,0.00000,0.00000,0.00000,1.88889,0.00000,0.00000,0.00000,13994.52778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13994.52778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13992.63889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9810.83333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-176.00000,0.11111,0.00000,0.00000,0.00000,0.00000,-9.55556,-9.22222,-0.16667,-0.16667,0.00000,105.72222,0.00000,0.00000,-0.11111,0.00000,7.88889,0.00000,0.00000,13994.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
25.00000,25.00000,0.00000,0.00000,0.00000,0.00000,3293152.00000,3089.00000,3293046.00000,3089.00000,3294747.00000,3091.00000,3294747.00000,3091.00000,1384.00000,0.00000,0.00000,0.00000,0.00000,10.00000,0.00000,6174.00000,0.00000,6174.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1868.44444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6491641.33333,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,0.00000,6171.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6171.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6169.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4325.33333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5376.00000,20.66667,0.00000,0.00000,0.00000,0.00000,11.66667,7.11111,-1.22222,-1.22222,0.00000,2304.33333,0.00000,0.00000,0.66667,0.00000,-4.11111,0.00000,0.00000,6171.55556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
31.00000,31.00000,0.00000,0.00000,0.00000,0.00000,5906176.50000,5540.50000,5906229.50000,5540.50000,5908259.00000,5542.50000,5908206.00000,5542.50000,1383.00000,0.00000,0.00000,0.00000,0.00000,13.50000,0.00000,11086.00000,0.00000,11085.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3711.22222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11688977.20000,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,0.00000,11112.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11112.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11110.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7786.70000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1024.00000,-1.11111,0.00000,0.00000,0.00000,0.00000,-2.55556,-1.33333,0.16667,0.16667,0.00000,3017.44444,0.00000,0.00000,-1.11111,0.00000,0.88889,0.00000,0.00000,11112.10000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
39.00000,39.00000,0.00000,0.00000,0.00000,0.00000,8657202.50000,8121.00000,8657255.50000,8121.00000,8661360.00000,8125.00000,8661253.50000,8125.00000,1381.00000,0.00000,0.00000,0.00000,0.00000,17.00000,0.00000,16244.00000,0.00000,16244.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,116.11111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16158989.77778,0.00000,0.00000,0.00000,0.00000,2.11111,0.00000,0.00000,0.00000,15361.11111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,15361.11111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,15359.22222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10763.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1680.00000,-0.94444,0.00000,0.00000,0.00000,0.00000,6.77778,6.91667,0.30556,0.30556,0.00000,108.05556,0.00000,0.00000,-0.05556,0.00000,-2.19444,0.00000,0.00000,15361.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
51.50000,51.50000,0.00000,0.00000,0.00000,0.00000,11509980.50000,10797.50000,11509980.50000,10797.50000,11511631.00000,10799.00000,11511524.50000,10799.00000,1380.00000,0.00000,0.00000,0.00000,0.00000,23.75000,0.00000,21593.00000,0.00000,21592.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,124.33333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,21837176.44444,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,0.00000,20758.77778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20758.77778,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20756.55556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14553.22222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,480.00000,0.66667,0.00000,0.00000,0.00000,0.00000,-41.77778,-44.33333,-0.66667,-0.66667,0.00000,120.00000,0.00000,0.00000,0.11111,0.00000,11.44444,0.00000,0.00000,20758.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
67.00000,67.00000,0.00000,0.00000,0.00000,0.00000,14474418.00000,13578.00000,14474524.00000,13578.00000,14487530.00000,13591.00000,14487316.00000,13590.00000,1378.00000,0.00000,0.00000,0.00000,0.00000,28.50000,0.00000,27169.00000,0.00000,27169.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,141.72222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,26726744.44444,0.00000,0.00000,0.00000,0.00000,1.88889,0.00000,0.00000,0.00000,25406.55556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,25406.55556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,25404.55556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17759.88889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,864.00000,0.44444,0.00000,0.00000,0.00000,0.00000,34.50000,34.77778,-0.38889,-0.38889,0.00000,135.83333,0.00000,0.00000,0.00000,0.00000,-25.83333,0.00000,0.00000,25406.61111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
72.00000,72.00000,0.00000,0.00000,0.00000,0.00000,17494289.00000,16411.00000,17494396.00000,16411.00000,17497598.00000,16414.00000,17497705.00000,16414.00000,1378.00000,0.00000,0.00000,0.00000,0.00000,32.50000,0.00000,32826.00000,0.00000,32826.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,29.38889,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32620510.44444,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,0.00000,31008.94444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,31008.94444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,31007.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,21734.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,400.00000,-0.11111,0.00000,0.00000,0.00000,0.00000,-123.97222,-123.63889,-0.11111,-0.11111,0.00000,27.55556,0.00000,0.00000,0.00000,0.00000,29.61111,0.00000,0.00000,31008.94444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
82.00000,82.00000,0.00000,0.00000,0.00000,0.00000,20350854.00000,19091.00000,20351067.00000,19091.00000,20349255.00000,19089.00000,20349255.00000,19089.00000,1376.00000,0.00000,0.00000,0.00000,0.00000,37.50000,0.00000,38180.00000,0.00000,38181.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.50000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,41252619.88889,0.00000,0.00000,0.00000,0.00000,2.11111,0.00000,0.00000,0.00000,39214.47222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39214.47222,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39212.36111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,27453.69444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,288.00000,0.11111,0.00000,0.00000,0.00000,0.00000,54.27778,55.05556,0.22222,0.22222,0.00000,30.11111,0.00000,0.00000,0.00000,0.00000,-0.83333,0.00000,0.00000,39220.30556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000
